ch	N	dN	ticks/s
233	0	0	0
234	0	0	0
235	0	0	0
236	0	0	0
237	0	0	0
238	0	0	0
239	0	0	0
240	0	0	0
241	0	0	0
242	0	0	0
243	0	0	0
244	0	0	0
245	0	0	0
246	0	0	0
247	0	0	0
248	0	0	0
249	0	0	0
250	0	0	0
251	0	0	0
252	0	0	0
253	0	0	0
254	0	0	0
255	0	0	0
256	0	0	0
257	0	0	0
258	0	0	0
259	0	0	0
260	1	1	0.0166666666666667
261	0	0	0
262	0	0	0
263	0	0	0
264	0	0	0
265	0	0	0
266	1	1	0.0166666666666667
267	1	1	0.0166666666666667
268	0	0	0
269	0	0	0
270	0	0	0
271	0	0	0
272	3	1.73205080756888	0.05
273	0	0	0
274	0	0	0
275	1	1	0.0166666666666667
276	2	1.4142135623731	0.0333333333333333
277	0	0	0
278	0	0	0
279	1	1	0.0166666666666667
280	3	1.73205080756888	0.05
281	1	1	0.0166666666666667
282	1	1	0.0166666666666667
283	0	0	0
284	0	0	0
285	2	1.4142135623731	0.0333333333333333
286	0	0	0
287	0	0	0
288	0	0	0
289	0	0	0
290	2	1.4142135623731	0.0333333333333333
291	1	1	0.0166666666666667
292	1	1	0.0166666666666667
293	1	1	0.0166666666666667
294	0	0	0
295	1	1	0.0166666666666667
296	2	1.4142135623731	0.0333333333333333
297	0	0	0
298	0	0	0
299	1	1	0.0166666666666667
300	0	0	0
301	0	0	0
302	0	0	0
303	1	1	0.0166666666666667
304	2	1.4142135623731	0.0333333333333333
305	0	0	0
306	3	1.73205080756888	0.05
307	0	0	0
308	0	0	0
309	0	0	0
310	6	2.44948974278318	0.1
311	5	2.23606797749979	0.0833333333333333
312	3	1.73205080756888	0.05
313	4	2	0.0666666666666667
314	5	2.23606797749979	0.0833333333333333
315	3	1.73205080756888	0.05
316	10	3.16227766016838	0.166666666666667
317	34	5.8309518948453	0.566666666666667
318	71	8.42614977317636	1.18333333333333
319	85	9.21954445729289	1.41666666666667
320	155	12.4498995979887	2.58333333333333
321	128	11.3137084989848	2.13333333333333
322	172	13.114877048604	2.86666666666667
323	167	12.9228479833201	2.78333333333333
324	168	12.9614813968157	2.8
325	152	12.328828005938	2.53333333333333
326	162	12.7279220613579	2.7
327	171	13.076696830622	2.85
328	166	12.8840987267251	2.76666666666667
329	162	12.7279220613579	2.7
330	152	12.328828005938	2.53333333333333
331	169	13	2.81666666666667
332	147	12.1243556529821	2.45
333	166	12.8840987267251	2.76666666666667
334	155	12.4498995979887	2.58333333333333
335	158	12.5698050899765	2.63333333333333
336	183	13.5277492584687	3.05
337	156	12.4899959967968	2.6
338	164	12.8062484748657	2.73333333333333
339	167	12.9228479833201	2.78333333333333
340	163	12.7671453348037	2.71666666666667
341	153	12.369316876853	2.55
342	146	12.0830459735946	2.43333333333333
343	170	13.0384048104053	2.83333333333333
344	202	14.2126704035519	3.36666666666667
345	159	12.6095202129185	2.65
346	136	11.6619037896906	2.26666666666667
347	156	12.4899959967968	2.6
348	159	12.6095202129185	2.65
349	158	12.5698050899765	2.63333333333333
350	147	12.1243556529821	2.45
351	145	12.0415945787923	2.41666666666667
352	176	13.2664991614216	2.93333333333333
353	154	12.4096736459909	2.56666666666667
354	144	12	2.4
355	145	12.0415945787923	2.41666666666667
356	166	12.8840987267251	2.76666666666667
357	168	12.9614813968157	2.8
358	163	12.7671453348037	2.71666666666667
359	178	13.3416640641263	2.96666666666667
360	175	13.228756555323	2.91666666666667
361	145	12.0415945787923	2.41666666666667
362	158	12.5698050899765	2.63333333333333
363	144	12	2.4
364	178	13.3416640641263	2.96666666666667
365	166	12.8840987267251	2.76666666666667
366	163	12.7671453348037	2.71666666666667
367	174	13.1909059582729	2.9
368	180	13.4164078649987	3
369	170	13.0384048104053	2.83333333333333
370	172	13.114877048604	2.86666666666667
371	195	13.9642400437689	3.25
372	184	13.5646599662505	3.06666666666667
373	158	12.5698050899765	2.63333333333333
374	174	13.1909059582729	2.9
375	153	12.369316876853	2.55
376	190	13.7840487520902	3.16666666666667
377	152	12.328828005938	2.53333333333333
378	166	12.8840987267251	2.76666666666667
379	174	13.1909059582729	2.9
380	172	13.114877048604	2.86666666666667
381	154	12.4096736459909	2.56666666666667
382	168	12.9614813968157	2.8
383	149	12.2065556157337	2.48333333333333
384	143	11.9582607431014	2.38333333333333
385	204	14.2828568570857	3.4
386	174	13.1909059582729	2.9
387	150	12.2474487139159	2.5
388	148	12.1655250605964	2.46666666666667
389	154	12.4096736459909	2.56666666666667
390	160	12.6491106406735	2.66666666666667
391	156	12.4899959967968	2.6
392	164	12.8062484748657	2.73333333333333
393	181	13.4536240470737	3.01666666666667
394	165	12.8452325786651	2.75
395	160	12.6491106406735	2.66666666666667
396	154	12.4096736459909	2.56666666666667
397	202	14.2126704035519	3.36666666666667
398	147	12.1243556529821	2.45
399	176	13.2664991614216	2.93333333333333
400	181	13.4536240470737	3.01666666666667
401	157	12.5299640861417	2.61666666666667
402	151	12.2882057274445	2.51666666666667
403	163	12.7671453348037	2.71666666666667
404	168	12.9614813968157	2.8
405	162	12.7279220613579	2.7
406	166	12.8840987267251	2.76666666666667
407	173	13.1529464379659	2.88333333333333
408	152	12.328828005938	2.53333333333333
409	186	13.6381816969859	3.1
410	149	12.2065556157337	2.48333333333333
411	161	12.6885775404495	2.68333333333333
412	197	14.0356688476182	3.28333333333333
413	159	12.6095202129185	2.65
414	182	13.490737563232	3.03333333333333
415	172	13.114877048604	2.86666666666667
416	140	11.8321595661992	2.33333333333333
417	179	13.3790881602597	2.98333333333333
418	151	12.2882057274445	2.51666666666667
419	172	13.114877048604	2.86666666666667
420	166	12.8840987267251	2.76666666666667
421	185	13.6014705087354	3.08333333333333
422	165	12.8452325786651	2.75
423	158	12.5698050899765	2.63333333333333
424	180	13.4164078649987	3
425	169	13	2.81666666666667
426	165	12.8452325786651	2.75
427	164	12.8062484748657	2.73333333333333
428	208	14.422205101856	3.46666666666667
429	171	13.076696830622	2.85
430	173	13.1529464379659	2.88333333333333
431	178	13.3416640641263	2.96666666666667
432	177	13.3041346956501	2.95
433	170	13.0384048104053	2.83333333333333
434	166	12.8840987267251	2.76666666666667
435	196	14	3.26666666666667
436	167	12.9228479833201	2.78333333333333
437	179	13.3790881602597	2.98333333333333
438	169	13	2.81666666666667
439	150	12.2474487139159	2.5
440	184	13.5646599662505	3.06666666666667
441	178	13.3416640641263	2.96666666666667
442	188	13.7113092008021	3.13333333333333
443	188	13.7113092008021	3.13333333333333
444	177	13.3041346956501	2.95
445	185	13.6014705087354	3.08333333333333
446	195	13.9642400437689	3.25
447	174	13.1909059582729	2.9
448	177	13.3041346956501	2.95
449	201	14.1774468787578	3.35
450	164	12.8062484748657	2.73333333333333
451	183	13.5277492584687	3.05
452	168	12.9614813968157	2.8
453	156	12.4899959967968	2.6
454	171	13.076696830622	2.85
455	188	13.7113092008021	3.13333333333333
456	172	13.114877048604	2.86666666666667
457	191	13.8202749610853	3.18333333333333
458	175	13.228756555323	2.91666666666667
459	184	13.5646599662505	3.06666666666667
460	159	12.6095202129185	2.65
461	163	12.7671453348037	2.71666666666667
462	172	13.114877048604	2.86666666666667
463	187	13.6747943311773	3.11666666666667
464	181	13.4536240470737	3.01666666666667
465	180	13.4164078649987	3
466	167	12.9228479833201	2.78333333333333
467	161	12.6885775404495	2.68333333333333
468	190	13.7840487520902	3.16666666666667
469	167	12.9228479833201	2.78333333333333
470	196	14	3.26666666666667
471	188	13.7113092008021	3.13333333333333
472	184	13.5646599662505	3.06666666666667
473	172	13.114877048604	2.86666666666667
474	157	12.5299640861417	2.61666666666667
475	170	13.0384048104053	2.83333333333333
476	184	13.5646599662505	3.06666666666667
477	175	13.228756555323	2.91666666666667
478	191	13.8202749610853	3.18333333333333
479	173	13.1529464379659	2.88333333333333
480	179	13.3790881602597	2.98333333333333
481	192	13.856406460551	3.2
482	199	14.1067359796659	3.31666666666667
483	189	13.7477270848675	3.15
484	166	12.8840987267251	2.76666666666667
485	199	14.1067359796659	3.31666666666667
486	206	14.3527000944073	3.43333333333333
487	181	13.4536240470737	3.01666666666667
488	192	13.856406460551	3.2
489	184	13.5646599662505	3.06666666666667
490	175	13.228756555323	2.91666666666667
491	179	13.3790881602597	2.98333333333333
492	167	12.9228479833201	2.78333333333333
493	179	13.3790881602597	2.98333333333333
494	172	13.114877048604	2.86666666666667
495	187	13.6747943311773	3.11666666666667
496	183	13.5277492584687	3.05
497	199	14.1067359796659	3.31666666666667
498	168	12.9614813968157	2.8
499	190	13.7840487520902	3.16666666666667
500	185	13.6014705087354	3.08333333333333
501	186	13.6381816969859	3.1
502	180	13.4164078649987	3
503	170	13.0384048104053	2.83333333333333
504	179	13.3790881602597	2.98333333333333
505	186	13.6381816969859	3.1
506	165	12.8452325786651	2.75
507	169	13	2.81666666666667
508	179	13.3790881602597	2.98333333333333
509	178	13.3416640641263	2.96666666666667
510	172	13.114877048604	2.86666666666667
511	153	12.369316876853	2.55
512	180	13.4164078649987	3
513	209	14.456832294801	3.48333333333333
514	150	12.2474487139159	2.5
515	164	12.8062484748657	2.73333333333333
516	185	13.6014705087354	3.08333333333333
517	200	14.142135623731	3.33333333333333
518	211	14.5258390463339	3.51666666666667
519	185	13.6014705087354	3.08333333333333
520	177	13.3041346956501	2.95
521	199	14.1067359796659	3.31666666666667
522	194	13.9283882771841	3.23333333333333
523	168	12.9614813968157	2.8
524	169	13	2.81666666666667
525	181	13.4536240470737	3.01666666666667
526	157	12.5299640861417	2.61666666666667
527	179	13.3790881602597	2.98333333333333
528	185	13.6014705087354	3.08333333333333
529	161	12.6885775404495	2.68333333333333
530	186	13.6381816969859	3.1
531	166	12.8840987267251	2.76666666666667
532	166	12.8840987267251	2.76666666666667
533	180	13.4164078649987	3
534	180	13.4164078649987	3
535	187	13.6747943311773	3.11666666666667
536	194	13.9283882771841	3.23333333333333
537	186	13.6381816969859	3.1
538	199	14.1067359796659	3.31666666666667
539	168	12.9614813968157	2.8
540	193	13.8924439894498	3.21666666666667
541	153	12.369316876853	2.55
542	203	14.247806848775	3.38333333333333
543	183	13.5277492584687	3.05
544	191	13.8202749610853	3.18333333333333
545	202	14.2126704035519	3.36666666666667
546	181	13.4536240470737	3.01666666666667
547	177	13.3041346956501	2.95
548	189	13.7477270848675	3.15
549	183	13.5277492584687	3.05
550	175	13.228756555323	2.91666666666667
551	186	13.6381816969859	3.1
552	173	13.1529464379659	2.88333333333333
553	168	12.9614813968157	2.8
554	194	13.9283882771841	3.23333333333333
555	185	13.6014705087354	3.08333333333333
556	188	13.7113092008021	3.13333333333333
557	201	14.1774468787578	3.35
558	177	13.3041346956501	2.95
559	184	13.5646599662505	3.06666666666667
560	189	13.7477270848675	3.15
561	181	13.4536240470737	3.01666666666667
562	178	13.3416640641263	2.96666666666667
563	157	12.5299640861417	2.61666666666667
564	164	12.8062484748657	2.73333333333333
565	183	13.5277492584687	3.05
566	194	13.9283882771841	3.23333333333333
567	181	13.4536240470737	3.01666666666667
568	188	13.7113092008021	3.13333333333333
569	192	13.856406460551	3.2
570	194	13.9283882771841	3.23333333333333
571	174	13.1909059582729	2.9
572	198	14.0712472794703	3.3
573	165	12.8452325786651	2.75
574	181	13.4536240470737	3.01666666666667
575	189	13.7477270848675	3.15
576	204	14.2828568570857	3.4
577	178	13.3416640641263	2.96666666666667
578	167	12.9228479833201	2.78333333333333
579	179	13.3790881602597	2.98333333333333
580	184	13.5646599662505	3.06666666666667
581	145	12.0415945787923	2.41666666666667
582	171	13.076696830622	2.85
583	184	13.5646599662505	3.06666666666667
584	183	13.5277492584687	3.05
585	166	12.8840987267251	2.76666666666667
586	194	13.9283882771841	3.23333333333333
587	178	13.3416640641263	2.96666666666667
588	170	13.0384048104053	2.83333333333333
589	192	13.856406460551	3.2
590	186	13.6381816969859	3.1
591	172	13.114877048604	2.86666666666667
592	208	14.422205101856	3.46666666666667
593	170	13.0384048104053	2.83333333333333
594	178	13.3416640641263	2.96666666666667
595	176	13.2664991614216	2.93333333333333
596	186	13.6381816969859	3.1
597	180	13.4164078649987	3
598	188	13.7113092008021	3.13333333333333
599	190	13.7840487520902	3.16666666666667
600	199	14.1067359796659	3.31666666666667
601	179	13.3790881602597	2.98333333333333
602	168	12.9614813968157	2.8
603	184	13.5646599662505	3.06666666666667
604	161	12.6885775404495	2.68333333333333
605	185	13.6014705087354	3.08333333333333
606	162	12.7279220613579	2.7
607	169	13	2.81666666666667
608	171	13.076696830622	2.85
609	166	12.8840987267251	2.76666666666667
610	180	13.4164078649987	3
611	185	13.6014705087354	3.08333333333333
612	185	13.6014705087354	3.08333333333333
613	168	12.9614813968157	2.8
614	181	13.4536240470737	3.01666666666667
615	180	13.4164078649987	3
616	202	14.2126704035519	3.36666666666667
617	191	13.8202749610853	3.18333333333333
618	188	13.7113092008021	3.13333333333333
619	179	13.3790881602597	2.98333333333333
620	198	14.0712472794703	3.3
621	152	12.328828005938	2.53333333333333
622	182	13.490737563232	3.03333333333333
623	181	13.4536240470737	3.01666666666667
624	194	13.9283882771841	3.23333333333333
625	164	12.8062484748657	2.73333333333333
626	164	12.8062484748657	2.73333333333333
627	195	13.9642400437689	3.25
628	171	13.076696830622	2.85
629	186	13.6381816969859	3.1
630	206	14.3527000944073	3.43333333333333
631	206	14.3527000944073	3.43333333333333
632	187	13.6747943311773	3.11666666666667
633	188	13.7113092008021	3.13333333333333
634	180	13.4164078649987	3
635	177	13.3041346956501	2.95
636	162	12.7279220613579	2.7
637	187	13.6747943311773	3.11666666666667
638	180	13.4164078649987	3
639	173	13.1529464379659	2.88333333333333
640	173	13.1529464379659	2.88333333333333
641	203	14.247806848775	3.38333333333333
642	201	14.1774468787578	3.35
643	176	13.2664991614216	2.93333333333333
644	174	13.1909059582729	2.9
645	188	13.7113092008021	3.13333333333333
646	168	12.9614813968157	2.8
647	177	13.3041346956501	2.95
648	195	13.9642400437689	3.25
649	189	13.7477270848675	3.15
650	185	13.6014705087354	3.08333333333333
651	181	13.4536240470737	3.01666666666667
652	150	12.2474487139159	2.5
653	172	13.114877048604	2.86666666666667
654	181	13.4536240470737	3.01666666666667
655	180	13.4164078649987	3
656	166	12.8840987267251	2.76666666666667
657	164	12.8062484748657	2.73333333333333
658	189	13.7477270848675	3.15
659	193	13.8924439894498	3.21666666666667
660	178	13.3416640641263	2.96666666666667
661	197	14.0356688476182	3.28333333333333
662	196	14	3.26666666666667
663	187	13.6747943311773	3.11666666666667
664	167	12.9228479833201	2.78333333333333
665	173	13.1529464379659	2.88333333333333
666	191	13.8202749610853	3.18333333333333
667	191	13.8202749610853	3.18333333333333
668	183	13.5277492584687	3.05
669	176	13.2664991614216	2.93333333333333
670	205	14.3178210632764	3.41666666666667
671	218	14.7648230602334	3.63333333333333
672	185	13.6014705087354	3.08333333333333
673	208	14.422205101856	3.46666666666667
674	183	13.5277492584687	3.05
675	212	14.560219778561	3.53333333333333
676	178	13.3416640641263	2.96666666666667
677	180	13.4164078649987	3
678	200	14.142135623731	3.33333333333333
679	203	14.247806848775	3.38333333333333
680	211	14.5258390463339	3.51666666666667
681	194	13.9283882771841	3.23333333333333
682	213	14.5945195193264	3.55
683	179	13.3790881602597	2.98333333333333
684	198	14.0712472794703	3.3
685	209	14.456832294801	3.48333333333333
686	186	13.6381816969859	3.1
687	185	13.6014705087354	3.08333333333333
688	190	13.7840487520902	3.16666666666667
689	204	14.2828568570857	3.4
690	184	13.5646599662505	3.06666666666667
691	201	14.1774468787578	3.35
692	186	13.6381816969859	3.1
693	179	13.3790881602597	2.98333333333333
694	196	14	3.26666666666667
695	202	14.2126704035519	3.36666666666667
696	196	14	3.26666666666667
697	184	13.5646599662505	3.06666666666667
698	197	14.0356688476182	3.28333333333333
699	204	14.2828568570857	3.4
700	224	14.9666295470958	3.73333333333333
701	173	13.1529464379659	2.88333333333333
702	210	14.4913767461894	3.5
703	178	13.3416640641263	2.96666666666667
704	179	13.3790881602597	2.98333333333333
705	223	14.9331845230681	3.71666666666667
706	242	15.556349186104	4.03333333333333
707	214	14.6287388383278	3.56666666666667
708	201	14.1774468787578	3.35
709	235	15.3297097167559	3.91666666666667
710	224	14.9666295470958	3.73333333333333
711	207	14.3874945699382	3.45
712	207	14.3874945699382	3.45
713	187	13.6747943311773	3.11666666666667
714	249	15.7797338380595	4.15
715	199	14.1067359796659	3.31666666666667
716	196	14	3.26666666666667
717	197	14.0356688476182	3.28333333333333
718	215	14.6628782986152	3.58333333333333
719	205	14.3178210632764	3.41666666666667
720	204	14.2828568570857	3.4
721	234	15.2970585407784	3.9
722	219	14.7986485869487	3.65
723	200	14.142135623731	3.33333333333333
724	215	14.6628782986152	3.58333333333333
725	215	14.6628782986152	3.58333333333333
726	209	14.456832294801	3.48333333333333
727	208	14.422205101856	3.46666666666667
728	195	13.9642400437689	3.25
729	229	15.1327459504216	3.81666666666667
730	184	13.5646599662505	3.06666666666667
731	199	14.1067359796659	3.31666666666667
732	186	13.6381816969859	3.1
733	232	15.2315462117278	3.86666666666667
734	223	14.9331845230681	3.71666666666667
735	210	14.4913767461894	3.5
736	236	15.3622914957372	3.93333333333333
737	224	14.9666295470958	3.73333333333333
738	232	15.2315462117278	3.86666666666667
739	232	15.2315462117278	3.86666666666667
740	223	14.9331845230681	3.71666666666667
741	242	15.556349186104	4.03333333333333
742	228	15.0996688705415	3.8
743	218	14.7648230602334	3.63333333333333
744	198	14.0712472794703	3.3
745	254	15.9373774505092	4.23333333333333
746	224	14.9666295470958	3.73333333333333
747	222	14.8996644257513	3.7
748	240	15.4919333848297	4
749	217	14.7309198626562	3.61666666666667
750	209	14.456832294801	3.48333333333333
751	234	15.2970585407784	3.9
752	230	15.1657508881031	3.83333333333333
753	235	15.3297097167559	3.91666666666667
754	259	16.0934769394311	4.31666666666667
755	202	14.2126704035519	3.36666666666667
756	248	15.7480157480236	4.13333333333333
757	233	15.2643375224737	3.88333333333333
758	256	16	4.26666666666667
759	259	16.0934769394311	4.31666666666667
760	223	14.9331845230681	3.71666666666667
761	230	15.1657508881031	3.83333333333333
762	255	15.9687194226713	4.25
763	250	15.8113883008419	4.16666666666667
764	192	13.856406460551	3.2
765	219	14.7986485869487	3.65
766	234	15.2970585407784	3.9
767	264	16.2480768092719	4.4
768	248	15.7480157480236	4.13333333333333
769	219	14.7986485869487	3.65
770	233	15.2643375224737	3.88333333333333
771	243	15.5884572681199	4.05
772	226	15.0332963783729	3.76666666666667
773	235	15.3297097167559	3.91666666666667
774	228	15.0996688705415	3.8
775	258	16.062378404209	4.3
776	222	14.8996644257513	3.7
777	245	15.6524758424985	4.08333333333333
778	227	15.0665191733194	3.78333333333333
779	266	16.3095064303001	4.43333333333333
780	241	15.52417469626	4.01666666666667
781	243	15.5884572681199	4.05
782	243	15.5884572681199	4.05
783	240	15.4919333848297	4
784	247	15.7162336455017	4.11666666666667
785	233	15.2643375224737	3.88333333333333
786	235	15.3297097167559	3.91666666666667
787	238	15.4272486205415	3.96666666666667
788	260	16.1245154965971	4.33333333333333
789	222	14.8996644257513	3.7
790	234	15.2970585407784	3.9
791	258	16.062378404209	4.3
792	255	15.9687194226713	4.25
793	223	14.9331845230681	3.71666666666667
794	251	15.8429795177549	4.18333333333333
795	241	15.52417469626	4.01666666666667
796	254	15.9373774505092	4.23333333333333
797	256	16	4.26666666666667
798	239	15.4596248337403	3.98333333333333
799	236	15.3622914957372	3.93333333333333
800	226	15.0332963783729	3.76666666666667
801	221	14.8660687473185	3.68333333333333
802	248	15.7480157480236	4.13333333333333
803	254	15.9373774505092	4.23333333333333
804	240	15.4919333848297	4
805	283	16.8226038412607	4.71666666666667
806	227	15.0665191733194	3.78333333333333
807	245	15.6524758424985	4.08333333333333
808	219	14.7986485869487	3.65
809	243	15.5884572681199	4.05
810	236	15.3622914957372	3.93333333333333
811	241	15.52417469626	4.01666666666667
812	227	15.0665191733194	3.78333333333333
813	209	14.456832294801	3.48333333333333
814	229	15.1327459504216	3.81666666666667
815	243	15.5884572681199	4.05
816	228	15.0996688705415	3.8
817	229	15.1327459504216	3.81666666666667
818	225	15	3.75
819	230	15.1657508881031	3.83333333333333
820	250	15.8113883008419	4.16666666666667
821	219	14.7986485869487	3.65
822	227	15.0665191733194	3.78333333333333
823	223	14.9331845230681	3.71666666666667
824	220	14.8323969741913	3.66666666666667
825	252	15.8745078663875	4.2
826	257	16.0312195418814	4.28333333333333
827	211	14.5258390463339	3.51666666666667
828	222	14.8996644257513	3.7
829	229	15.1327459504216	3.81666666666667
830	224	14.9666295470958	3.73333333333333
831	241	15.52417469626	4.01666666666667
832	212	14.560219778561	3.53333333333333
833	212	14.560219778561	3.53333333333333
834	240	15.4919333848297	4
835	223	14.9331845230681	3.71666666666667
836	237	15.3948043183407	3.95
837	239	15.4596248337403	3.98333333333333
838	224	14.9666295470958	3.73333333333333
839	226	15.0332963783729	3.76666666666667
840	214	14.6287388383278	3.56666666666667
841	239	15.4596248337403	3.98333333333333
842	241	15.52417469626	4.01666666666667
843	229	15.1327459504216	3.81666666666667
844	218	14.7648230602334	3.63333333333333
845	221	14.8660687473185	3.68333333333333
846	230	15.1657508881031	3.83333333333333
847	210	14.4913767461894	3.5
848	237	15.3948043183407	3.95
849	209	14.456832294801	3.48333333333333
850	219	14.7986485869487	3.65
851	234	15.2970585407784	3.9
852	234	15.2970585407784	3.9
853	220	14.8323969741913	3.66666666666667
854	200	14.142135623731	3.33333333333333
855	202	14.2126704035519	3.36666666666667
856	213	14.5945195193264	3.55
857	209	14.456832294801	3.48333333333333
858	206	14.3527000944073	3.43333333333333
859	193	13.8924439894498	3.21666666666667
860	231	15.1986841535707	3.85
861	196	14	3.26666666666667
862	209	14.456832294801	3.48333333333333
863	199	14.1067359796659	3.31666666666667
864	220	14.8323969741913	3.66666666666667
865	212	14.560219778561	3.53333333333333
866	237	15.3948043183407	3.95
867	209	14.456832294801	3.48333333333333
868	228	15.0996688705415	3.8
869	200	14.142135623731	3.33333333333333
870	191	13.8202749610853	3.18333333333333
871	237	15.3948043183407	3.95
872	218	14.7648230602334	3.63333333333333
873	205	14.3178210632764	3.41666666666667
874	232	15.2315462117278	3.86666666666667
875	192	13.856406460551	3.2
876	211	14.5258390463339	3.51666666666667
877	184	13.5646599662505	3.06666666666667
878	209	14.456832294801	3.48333333333333
879	218	14.7648230602334	3.63333333333333
880	204	14.2828568570857	3.4
881	224	14.9666295470958	3.73333333333333
882	228	15.0996688705415	3.8
883	197	14.0356688476182	3.28333333333333
884	237	15.3948043183407	3.95
885	205	14.3178210632764	3.41666666666667
886	201	14.1774468787578	3.35
887	203	14.247806848775	3.38333333333333
888	213	14.5945195193264	3.55
889	188	13.7113092008021	3.13333333333333
890	195	13.9642400437689	3.25
891	228	15.0996688705415	3.8
892	203	14.247806848775	3.38333333333333
893	207	14.3874945699382	3.45
894	206	14.3527000944073	3.43333333333333
895	190	13.7840487520902	3.16666666666667
896	192	13.856406460551	3.2
897	196	14	3.26666666666667
898	229	15.1327459504216	3.81666666666667
899	193	13.8924439894498	3.21666666666667
900	201	14.1774468787578	3.35
901	207	14.3874945699382	3.45
902	199	14.1067359796659	3.31666666666667
903	196	14	3.26666666666667
904	166	12.8840987267251	2.76666666666667
905	217	14.7309198626562	3.61666666666667
906	195	13.9642400437689	3.25
907	208	14.422205101856	3.46666666666667
908	200	14.142135623731	3.33333333333333
909	212	14.560219778561	3.53333333333333
910	204	14.2828568570857	3.4
911	231	15.1986841535707	3.85
912	218	14.7648230602334	3.63333333333333
913	198	14.0712472794703	3.3
914	199	14.1067359796659	3.31666666666667
915	210	14.4913767461894	3.5
916	206	14.3527000944073	3.43333333333333
917	207	14.3874945699382	3.45
918	203	14.247806848775	3.38333333333333
919	226	15.0332963783729	3.76666666666667
920	207	14.3874945699382	3.45
921	202	14.2126704035519	3.36666666666667
922	197	14.0356688476182	3.28333333333333
923	202	14.2126704035519	3.36666666666667
924	197	14.0356688476182	3.28333333333333
925	206	14.3527000944073	3.43333333333333
926	188	13.7113092008021	3.13333333333333
