ch	N	dN	ticks/s
229	0	0	0
230	0	0	0
231	0	0	0
232	0	0	0
233	0	0	0
234	0	0	0
235	0	0	0
236	0	0	0
237	0	0	0
238	0	0	0
239	0	0	0
240	0	0	0
241	0	0	0
242	0	0	0
243	0	0	0
244	0	0	0
245	0	0	0
246	0	0	0
247	0	0	0
248	0	0	0
249	0	0	0
250	0	0	0
251	0	0	0
252	0	0	0
253	0	0	0
254	0	0	0
255	0	0	0
256	0	0	0
257	0	0	0
258	0	0	0
259	0	0	0
260	0	0	0
261	0	0	0
262	0	0	0
263	1	1	0.0166666666666667
264	0	0	0
265	0	0	0
266	0	0	0
267	0	0	0
268	0	0	0
269	0	0	0
270	0	0	0
271	0	0	0
272	0	0	0
273	0	0	0
274	0	0	0
275	0	0	0
276	0	0	0
277	0	0	0
278	0	0	0
279	0	0	0
280	0	0	0
281	0	0	0
282	0	0	0
283	0	0	0
284	1	1	0.0166666666666667
285	1	1	0.0166666666666667
286	0	0	0
287	0	0	0
288	0	0	0
289	0	0	0
290	0	0	0
291	0	0	0
292	1	1	0.0166666666666667
293	0	0	0
294	1	1	0.0166666666666667
295	0	0	0
296	0	0	0
297	1	1	0.0166666666666667
298	0	0	0
299	0	0	0
300	1	1	0.0166666666666667
301	0	0	0
302	1	1	0.0166666666666667
303	1	1	0.0166666666666667
304	2	1.4142135623731	0.0333333333333333
305	0	0	0
306	3	1.73205080756888	0.05
307	3	1.73205080756888	0.05
308	10	3.16227766016838	0.166666666666667
309	20	4.47213595499958	0.333333333333333
310	14	3.74165738677394	0.233333333333333
311	25	5	0.416666666666667
312	33	5.74456264653803	0.55
313	61	7.81024967590665	1.01666666666667
314	68	8.24621125123532	1.13333333333333
315	58	7.61577310586391	0.966666666666667
316	75	8.66025403784439	1.25
317	91	9.53939201416946	1.51666666666667
318	86	9.2736184954957	1.43333333333333
319	87	9.32737905308882	1.45
320	84	9.16515138991168	1.4
321	90	9.48683298050514	1.5
322	86	9.2736184954957	1.43333333333333
323	98	9.89949493661167	1.63333333333333
324	103	10.1488915650922	1.71666666666667
325	103	10.1488915650922	1.71666666666667
326	95	9.74679434480896	1.58333333333333
327	87	9.32737905308882	1.45
328	88	9.38083151964686	1.46666666666667
329	92	9.59166304662544	1.53333333333333
330	80	8.94427190999916	1.33333333333333
331	96	9.79795897113271	1.6
332	104	10.1980390271856	1.73333333333333
333	94	9.69535971483266	1.56666666666667
334	91	9.53939201416946	1.51666666666667
335	92	9.59166304662544	1.53333333333333
336	81	9	1.35
337	92	9.59166304662544	1.53333333333333
338	101	10.0498756211209	1.68333333333333
339	96	9.79795897113271	1.6
340	108	10.3923048454133	1.8
341	88	9.38083151964686	1.46666666666667
342	101	10.0498756211209	1.68333333333333
343	109	10.4403065089106	1.81666666666667
344	82	9.05538513813742	1.36666666666667
345	101	10.0498756211209	1.68333333333333
346	117	10.816653826392	1.95
347	100	10	1.66666666666667
348	102	10.0995049383621	1.7
349	97	9.8488578017961	1.61666666666667
350	85	9.21954445729289	1.41666666666667
351	106	10.295630140987	1.76666666666667
352	85	9.21954445729289	1.41666666666667
353	106	10.295630140987	1.76666666666667
354	122	11.0453610171873	2.03333333333333
355	95	9.74679434480896	1.58333333333333
356	114	10.6770782520313	1.9
357	103	10.1488915650922	1.71666666666667
358	100	10	1.66666666666667
359	95	9.74679434480896	1.58333333333333
360	104	10.1980390271856	1.73333333333333
361	95	9.74679434480896	1.58333333333333
362	97	9.8488578017961	1.61666666666667
363	116	10.770329614269	1.93333333333333
364	104	10.1980390271856	1.73333333333333
365	102	10.0995049383621	1.7
366	118	10.8627804912002	1.96666666666667
367	91	9.53939201416946	1.51666666666667
368	113	10.6301458127347	1.88333333333333
369	97	9.8488578017961	1.61666666666667
370	112	10.5830052442584	1.86666666666667
371	104	10.1980390271856	1.73333333333333
372	111	10.5356537528527	1.85
373	83	9.1104335791443	1.38333333333333
374	110	10.4880884817015	1.83333333333333
375	102	10.0995049383621	1.7
376	117	10.816653826392	1.95
377	109	10.4403065089106	1.81666666666667
378	115	10.7238052947636	1.91666666666667
379	106	10.295630140987	1.76666666666667
380	82	9.05538513813742	1.36666666666667
381	106	10.295630140987	1.76666666666667
382	111	10.5356537528527	1.85
383	117	10.816653826392	1.95
384	107	10.3440804327886	1.78333333333333
385	96	9.79795897113271	1.6
386	121	11	2.01666666666667
387	113	10.6301458127347	1.88333333333333
388	94	9.69535971483266	1.56666666666667
389	117	10.816653826392	1.95
390	99	9.9498743710662	1.65
391	102	10.0995049383621	1.7
392	132	11.4891252930761	2.2
393	119	10.9087121146357	1.98333333333333
394	109	10.4403065089106	1.81666666666667
395	110	10.4880884817015	1.83333333333333
396	99	9.9498743710662	1.65
397	93	9.64365076099295	1.55
398	112	10.5830052442584	1.86666666666667
399	109	10.4403065089106	1.81666666666667
400	102	10.0995049383621	1.7
401	90	9.48683298050514	1.5
402	112	10.5830052442584	1.86666666666667
403	109	10.4403065089106	1.81666666666667
404	113	10.6301458127347	1.88333333333333
405	99	9.9498743710662	1.65
406	114	10.6770782520313	1.9
407	121	11	2.01666666666667
408	89	9.4339811320566	1.48333333333333
409	114	10.6770782520313	1.9
410	124	11.13552872566	2.06666666666667
411	87	9.32737905308882	1.45
412	116	10.770329614269	1.93333333333333
413	119	10.9087121146357	1.98333333333333
414	98	9.89949493661167	1.63333333333333
415	130	11.4017542509914	2.16666666666667
416	120	10.9544511501033	2
417	88	9.38083151964686	1.46666666666667
418	120	10.9544511501033	2
419	105	10.2469507659596	1.75
420	118	10.8627804912002	1.96666666666667
421	130	11.4017542509914	2.16666666666667
422	116	10.770329614269	1.93333333333333
423	105	10.2469507659596	1.75
424	114	10.6770782520313	1.9
425	102	10.0995049383621	1.7
426	112	10.5830052442584	1.86666666666667
427	105	10.2469507659596	1.75
428	100	10	1.66666666666667
429	126	11.2249721603218	2.1
430	128	11.3137084989848	2.13333333333333
431	105	10.2469507659596	1.75
432	128	11.3137084989848	2.13333333333333
433	121	11	2.01666666666667
434	96	9.79795897113271	1.6
435	116	10.770329614269	1.93333333333333
436	96	9.79795897113271	1.6
437	105	10.2469507659596	1.75
438	112	10.5830052442584	1.86666666666667
439	113	10.6301458127347	1.88333333333333
440	116	10.770329614269	1.93333333333333
441	122	11.0453610171873	2.03333333333333
442	105	10.2469507659596	1.75
443	109	10.4403065089106	1.81666666666667
444	120	10.9544511501033	2
445	113	10.6301458127347	1.88333333333333
446	117	10.816653826392	1.95
447	97	9.8488578017961	1.61666666666667
448	112	10.5830052442584	1.86666666666667
449	97	9.8488578017961	1.61666666666667
450	136	11.6619037896906	2.26666666666667
451	89	9.4339811320566	1.48333333333333
452	108	10.3923048454133	1.8
453	110	10.4880884817015	1.83333333333333
454	105	10.2469507659596	1.75
455	112	10.5830052442584	1.86666666666667
456	126	11.2249721603218	2.1
457	125	11.1803398874989	2.08333333333333
458	99	9.9498743710662	1.65
459	91	9.53939201416946	1.51666666666667
460	104	10.1980390271856	1.73333333333333
461	114	10.6770782520313	1.9
462	106	10.295630140987	1.76666666666667
463	117	10.816653826392	1.95
464	121	11	2.01666666666667
465	104	10.1980390271856	1.73333333333333
466	116	10.770329614269	1.93333333333333
467	125	11.1803398874989	2.08333333333333
468	137	11.7046999107196	2.28333333333333
469	119	10.9087121146357	1.98333333333333
470	127	11.2694276695846	2.11666666666667
471	99	9.9498743710662	1.65
472	107	10.3440804327886	1.78333333333333
473	115	10.7238052947636	1.91666666666667
474	106	10.295630140987	1.76666666666667
475	132	11.4891252930761	2.2
476	111	10.5356537528527	1.85
477	112	10.5830052442584	1.86666666666667
478	107	10.3440804327886	1.78333333333333
479	109	10.4403065089106	1.81666666666667
480	113	10.6301458127347	1.88333333333333
481	121	11	2.01666666666667
482	114	10.6770782520313	1.9
483	106	10.295630140987	1.76666666666667
484	125	11.1803398874989	2.08333333333333
485	106	10.295630140987	1.76666666666667
486	110	10.4880884817015	1.83333333333333
487	112	10.5830052442584	1.86666666666667
488	126	11.2249721603218	2.1
489	129	11.3578166916005	2.15
490	106	10.295630140987	1.76666666666667
491	96	9.79795897113271	1.6
492	116	10.770329614269	1.93333333333333
493	128	11.3137084989848	2.13333333333333
494	114	10.6770782520313	1.9
495	114	10.6770782520313	1.9
496	114	10.6770782520313	1.9
497	115	10.7238052947636	1.91666666666667
498	116	10.770329614269	1.93333333333333
499	124	11.13552872566	2.06666666666667
500	118	10.8627804912002	1.96666666666667
501	114	10.6770782520313	1.9
502	144	12	2.4
503	120	10.9544511501033	2
504	126	11.2249721603218	2.1
505	132	11.4891252930761	2.2
506	109	10.4403065089106	1.81666666666667
507	116	10.770329614269	1.93333333333333
508	103	10.1488915650922	1.71666666666667
509	137	11.7046999107196	2.28333333333333
510	141	11.8743420870379	2.35
511	123	11.0905365064094	2.05
512	109	10.4403065089106	1.81666666666667
513	99	9.9498743710662	1.65
514	119	10.9087121146357	1.98333333333333
515	114	10.6770782520313	1.9
516	128	11.3137084989848	2.13333333333333
517	123	11.0905365064094	2.05
518	121	11	2.01666666666667
519	117	10.816653826392	1.95
520	125	11.1803398874989	2.08333333333333
521	111	10.5356537528527	1.85
522	136	11.6619037896906	2.26666666666667
523	141	11.8743420870379	2.35
524	101	10.0498756211209	1.68333333333333
525	113	10.6301458127347	1.88333333333333
526	124	11.13552872566	2.06666666666667
527	123	11.0905365064094	2.05
528	111	10.5356537528527	1.85
529	125	11.1803398874989	2.08333333333333
530	124	11.13552872566	2.06666666666667
531	138	11.7473401244707	2.3
532	126	11.2249721603218	2.1
533	113	10.6301458127347	1.88333333333333
534	112	10.5830052442584	1.86666666666667
535	116	10.770329614269	1.93333333333333
536	118	10.8627804912002	1.96666666666667
537	114	10.6770782520313	1.9
538	132	11.4891252930761	2.2
539	135	11.6189500386223	2.25
540	134	11.5758369027902	2.23333333333333
541	114	10.6770782520313	1.9
542	129	11.3578166916005	2.15
543	132	11.4891252930761	2.2
544	104	10.1980390271856	1.73333333333333
545	123	11.0905365064094	2.05
546	137	11.7046999107196	2.28333333333333
547	115	10.7238052947636	1.91666666666667
548	122	11.0453610171873	2.03333333333333
549	112	10.5830052442584	1.86666666666667
550	113	10.6301458127347	1.88333333333333
551	115	10.7238052947636	1.91666666666667
552	124	11.13552872566	2.06666666666667
553	109	10.4403065089106	1.81666666666667
554	102	10.0995049383621	1.7
555	95	9.74679434480896	1.58333333333333
556	113	10.6301458127347	1.88333333333333
557	108	10.3923048454133	1.8
558	135	11.6189500386223	2.25
559	119	10.9087121146357	1.98333333333333
560	127	11.2694276695846	2.11666666666667
561	124	11.13552872566	2.06666666666667
562	119	10.9087121146357	1.98333333333333
563	112	10.5830052442584	1.86666666666667
564	112	10.5830052442584	1.86666666666667
565	100	10	1.66666666666667
566	105	10.2469507659596	1.75
567	118	10.8627804912002	1.96666666666667
568	108	10.3923048454133	1.8
569	121	11	2.01666666666667
570	119	10.9087121146357	1.98333333333333
571	125	11.1803398874989	2.08333333333333
572	122	11.0453610171873	2.03333333333333
573	140	11.8321595661992	2.33333333333333
574	135	11.6189500386223	2.25
575	129	11.3578166916005	2.15
576	131	11.4455231422596	2.18333333333333
577	121	11	2.01666666666667
578	108	10.3923048454133	1.8
579	116	10.770329614269	1.93333333333333
580	137	11.7046999107196	2.28333333333333
581	123	11.0905365064094	2.05
582	117	10.816653826392	1.95
583	112	10.5830052442584	1.86666666666667
584	108	10.3923048454133	1.8
585	126	11.2249721603218	2.1
586	111	10.5356537528527	1.85
587	113	10.6301458127347	1.88333333333333
588	130	11.4017542509914	2.16666666666667
589	116	10.770329614269	1.93333333333333
590	130	11.4017542509914	2.16666666666667
591	115	10.7238052947636	1.91666666666667
592	106	10.295630140987	1.76666666666667
593	113	10.6301458127347	1.88333333333333
594	135	11.6189500386223	2.25
595	143	11.9582607431014	2.38333333333333
596	137	11.7046999107196	2.28333333333333
597	100	10	1.66666666666667
598	117	10.816653826392	1.95
599	137	11.7046999107196	2.28333333333333
600	126	11.2249721603218	2.1
601	127	11.2694276695846	2.11666666666667
602	131	11.4455231422596	2.18333333333333
603	129	11.3578166916005	2.15
604	109	10.4403065089106	1.81666666666667
605	123	11.0905365064094	2.05
606	103	10.1488915650922	1.71666666666667
607	114	10.6770782520313	1.9
608	133	11.5325625946708	2.21666666666667
609	136	11.6619037896906	2.26666666666667
610	135	11.6189500386223	2.25
611	140	11.8321595661992	2.33333333333333
612	148	12.1655250605964	2.46666666666667
613	120	10.9544511501033	2
614	129	11.3578166916005	2.15
615	119	10.9087121146357	1.98333333333333
616	140	11.8321595661992	2.33333333333333
617	116	10.770329614269	1.93333333333333
618	125	11.1803398874989	2.08333333333333
619	106	10.295630140987	1.76666666666667
620	128	11.3137084989848	2.13333333333333
621	123	11.0905365064094	2.05
622	128	11.3137084989848	2.13333333333333
623	138	11.7473401244707	2.3
624	110	10.4880884817015	1.83333333333333
625	112	10.5830052442584	1.86666666666667
626	126	11.2249721603218	2.1
627	118	10.8627804912002	1.96666666666667
628	121	11	2.01666666666667
629	111	10.5356537528527	1.85
630	138	11.7473401244707	2.3
631	142	11.916375287813	2.36666666666667
632	140	11.8321595661992	2.33333333333333
633	124	11.13552872566	2.06666666666667
634	113	10.6301458127347	1.88333333333333
635	128	11.3137084989848	2.13333333333333
636	133	11.5325625946708	2.21666666666667
637	124	11.13552872566	2.06666666666667
638	136	11.6619037896906	2.26666666666667
639	131	11.4455231422596	2.18333333333333
640	157	12.5299640861417	2.61666666666667
641	150	12.2474487139159	2.5
642	115	10.7238052947636	1.91666666666667
643	129	11.3578166916005	2.15
644	143	11.9582607431014	2.38333333333333
645	114	10.6770782520313	1.9
646	117	10.816653826392	1.95
647	140	11.8321595661992	2.33333333333333
648	119	10.9087121146357	1.98333333333333
649	130	11.4017542509914	2.16666666666667
650	137	11.7046999107196	2.28333333333333
651	124	11.13552872566	2.06666666666667
652	139	11.7898261225516	2.31666666666667
653	114	10.6770782520313	1.9
654	115	10.7238052947636	1.91666666666667
655	145	12.0415945787923	2.41666666666667
656	106	10.295630140987	1.76666666666667
657	139	11.7898261225516	2.31666666666667
658	160	12.6491106406735	2.66666666666667
659	130	11.4017542509914	2.16666666666667
660	119	10.9087121146357	1.98333333333333
661	123	11.0905365064094	2.05
662	126	11.2249721603218	2.1
663	125	11.1803398874989	2.08333333333333
664	135	11.6189500386223	2.25
665	131	11.4455231422596	2.18333333333333
666	132	11.4891252930761	2.2
667	109	10.4403065089106	1.81666666666667
668	122	11.0453610171873	2.03333333333333
669	146	12.0830459735946	2.43333333333333
670	125	11.1803398874989	2.08333333333333
671	101	10.0498756211209	1.68333333333333
672	142	11.916375287813	2.36666666666667
673	131	11.4455231422596	2.18333333333333
674	145	12.0415945787923	2.41666666666667
675	136	11.6619037896906	2.26666666666667
676	147	12.1243556529821	2.45
677	130	11.4017542509914	2.16666666666667
678	124	11.13552872566	2.06666666666667
679	139	11.7898261225516	2.31666666666667
680	128	11.3137084989848	2.13333333333333
681	131	11.4455231422596	2.18333333333333
682	142	11.916375287813	2.36666666666667
683	120	10.9544511501033	2
684	129	11.3578166916005	2.15
685	143	11.9582607431014	2.38333333333333
686	132	11.4891252930761	2.2
687	136	11.6619037896906	2.26666666666667
688	111	10.5356537528527	1.85
689	122	11.0453610171873	2.03333333333333
690	151	12.2882057274445	2.51666666666667
691	128	11.3137084989848	2.13333333333333
692	125	11.1803398874989	2.08333333333333
693	132	11.4891252930761	2.2
694	121	11	2.01666666666667
695	126	11.2249721603218	2.1
696	145	12.0415945787923	2.41666666666667
697	119	10.9087121146357	1.98333333333333
698	116	10.770329614269	1.93333333333333
699	130	11.4017542509914	2.16666666666667
700	127	11.2694276695846	2.11666666666667
701	148	12.1655250605964	2.46666666666667
702	120	10.9544511501033	2
703	121	11	2.01666666666667
704	149	12.2065556157337	2.48333333333333
705	117	10.816653826392	1.95
706	151	12.2882057274445	2.51666666666667
707	136	11.6619037896906	2.26666666666667
708	141	11.8743420870379	2.35
709	140	11.8321595661992	2.33333333333333
710	138	11.7473401244707	2.3
711	145	12.0415945787923	2.41666666666667
712	133	11.5325625946708	2.21666666666667
713	131	11.4455231422596	2.18333333333333
714	162	12.7279220613579	2.7
715	128	11.3137084989848	2.13333333333333
716	164	12.8062484748657	2.73333333333333
717	138	11.7473401244707	2.3
718	131	11.4455231422596	2.18333333333333
719	154	12.4096736459909	2.56666666666667
720	145	12.0415945787923	2.41666666666667
721	134	11.5758369027902	2.23333333333333
722	138	11.7473401244707	2.3
723	139	11.7898261225516	2.31666666666667
724	139	11.7898261225516	2.31666666666667
725	145	12.0415945787923	2.41666666666667
726	125	11.1803398874989	2.08333333333333
727	139	11.7898261225516	2.31666666666667
728	112	10.5830052442584	1.86666666666667
729	138	11.7473401244707	2.3
730	134	11.5758369027902	2.23333333333333
731	131	11.4455231422596	2.18333333333333
732	123	11.0905365064094	2.05
733	156	12.4899959967968	2.6
734	119	10.9087121146357	1.98333333333333
735	152	12.328828005938	2.53333333333333
736	114	10.6770782520313	1.9
737	142	11.916375287813	2.36666666666667
738	139	11.7898261225516	2.31666666666667
739	127	11.2694276695846	2.11666666666667
740	129	11.3578166916005	2.15
741	134	11.5758369027902	2.23333333333333
742	134	11.5758369027902	2.23333333333333
743	144	12	2.4
744	151	12.2882057274445	2.51666666666667
745	139	11.7898261225516	2.31666666666667
746	139	11.7898261225516	2.31666666666667
747	131	11.4455231422596	2.18333333333333
748	126	11.2249721603218	2.1
749	135	11.6189500386223	2.25
750	169	13	2.81666666666667
751	119	10.9087121146357	1.98333333333333
752	145	12.0415945787923	2.41666666666667
753	138	11.7473401244707	2.3
754	137	11.7046999107196	2.28333333333333
755	132	11.4891252930761	2.2
756	136	11.6619037896906	2.26666666666667
757	144	12	2.4
758	139	11.7898261225516	2.31666666666667
759	139	11.7898261225516	2.31666666666667
760	140	11.8321595661992	2.33333333333333
761	117	10.816653826392	1.95
762	124	11.13552872566	2.06666666666667
763	140	11.8321595661992	2.33333333333333
764	161	12.6885775404495	2.68333333333333
765	139	11.7898261225516	2.31666666666667
766	129	11.3578166916005	2.15
767	158	12.5698050899765	2.63333333333333
768	149	12.2065556157337	2.48333333333333
769	122	11.0453610171873	2.03333333333333
770	147	12.1243556529821	2.45
771	147	12.1243556529821	2.45
772	143	11.9582607431014	2.38333333333333
773	128	11.3137084989848	2.13333333333333
774	140	11.8321595661992	2.33333333333333
775	133	11.5325625946708	2.21666666666667
776	138	11.7473401244707	2.3
777	147	12.1243556529821	2.45
778	133	11.5325625946708	2.21666666666667
779	154	12.4096736459909	2.56666666666667
780	129	11.3578166916005	2.15
781	121	11	2.01666666666667
782	139	11.7898261225516	2.31666666666667
783	172	13.114877048604	2.86666666666667
784	124	11.13552872566	2.06666666666667
785	136	11.6619037896906	2.26666666666667
786	152	12.328828005938	2.53333333333333
787	130	11.4017542509914	2.16666666666667
788	141	11.8743420870379	2.35
789	129	11.3578166916005	2.15
790	157	12.5299640861417	2.61666666666667
791	139	11.7898261225516	2.31666666666667
792	144	12	2.4
793	133	11.5325625946708	2.21666666666667
794	113	10.6301458127347	1.88333333333333
795	155	12.4498995979887	2.58333333333333
796	160	12.6491106406735	2.66666666666667
797	169	13	2.81666666666667
798	141	11.8743420870379	2.35
799	131	11.4455231422596	2.18333333333333
800	141	11.8743420870379	2.35
801	146	12.0830459735946	2.43333333333333
802	146	12.0830459735946	2.43333333333333
803	140	11.8321595661992	2.33333333333333
804	137	11.7046999107196	2.28333333333333
805	137	11.7046999107196	2.28333333333333
806	152	12.328828005938	2.53333333333333
807	139	11.7898261225516	2.31666666666667
808	118	10.8627804912002	1.96666666666667
809	153	12.369316876853	2.55
810	137	11.7046999107196	2.28333333333333
811	139	11.7898261225516	2.31666666666667
812	139	11.7898261225516	2.31666666666667
813	148	12.1655250605964	2.46666666666667
814	132	11.4891252930761	2.2
815	143	11.9582607431014	2.38333333333333
816	119	10.9087121146357	1.98333333333333
817	132	11.4891252930761	2.2
818	141	11.8743420870379	2.35
819	134	11.5758369027902	2.23333333333333
820	131	11.4455231422596	2.18333333333333
821	115	10.7238052947636	1.91666666666667
822	144	12	2.4
823	148	12.1655250605964	2.46666666666667
824	148	12.1655250605964	2.46666666666667
825	155	12.4498995979887	2.58333333333333
826	142	11.916375287813	2.36666666666667
827	141	11.8743420870379	2.35
828	145	12.0415945787923	2.41666666666667
829	125	11.1803398874989	2.08333333333333
830	134	11.5758369027902	2.23333333333333
831	140	11.8321595661992	2.33333333333333
832	150	12.2474487139159	2.5
833	135	11.6189500386223	2.25
834	153	12.369316876853	2.55
835	122	11.0453610171873	2.03333333333333
836	145	12.0415945787923	2.41666666666667
837	145	12.0415945787923	2.41666666666667
838	152	12.328828005938	2.53333333333333
839	134	11.5758369027902	2.23333333333333
840	133	11.5325625946708	2.21666666666667
841	133	11.5325625946708	2.21666666666667
842	134	11.5758369027902	2.23333333333333
843	134	11.5758369027902	2.23333333333333
844	147	12.1243556529821	2.45
845	143	11.9582607431014	2.38333333333333
846	156	12.4899959967968	2.6
847	126	11.2249721603218	2.1
848	138	11.7473401244707	2.3
849	137	11.7046999107196	2.28333333333333
850	139	11.7898261225516	2.31666666666667
851	124	11.13552872566	2.06666666666667
852	126	11.2249721603218	2.1
853	120	10.9544511501033	2
854	136	11.6619037896906	2.26666666666667
855	133	11.5325625946708	2.21666666666667
856	121	11	2.01666666666667
857	118	10.8627804912002	1.96666666666667
858	144	12	2.4
859	143	11.9582607431014	2.38333333333333
860	153	12.369316876853	2.55
861	140	11.8321595661992	2.33333333333333
862	138	11.7473401244707	2.3
863	152	12.328828005938	2.53333333333333
864	139	11.7898261225516	2.31666666666667
865	140	11.8321595661992	2.33333333333333
866	155	12.4498995979887	2.58333333333333
867	149	12.2065556157337	2.48333333333333
868	146	12.0830459735946	2.43333333333333
869	146	12.0830459735946	2.43333333333333
870	145	12.0415945787923	2.41666666666667
871	143	11.9582607431014	2.38333333333333
872	149	12.2065556157337	2.48333333333333
873	122	11.0453610171873	2.03333333333333
874	109	10.4403065089106	1.81666666666667
875	131	11.4455231422596	2.18333333333333
876	143	11.9582607431014	2.38333333333333
877	147	12.1243556529821	2.45
878	128	11.3137084989848	2.13333333333333
879	130	11.4017542509914	2.16666666666667
880	147	12.1243556529821	2.45
881	142	11.916375287813	2.36666666666667
882	144	12	2.4
883	147	12.1243556529821	2.45
884	131	11.4455231422596	2.18333333333333
885	146	12.0830459735946	2.43333333333333
886	145	12.0415945787923	2.41666666666667
887	145	12.0415945787923	2.41666666666667
888	143	11.9582607431014	2.38333333333333
889	131	11.4455231422596	2.18333333333333
890	142	11.916375287813	2.36666666666667
891	145	12.0415945787923	2.41666666666667
892	128	11.3137084989848	2.13333333333333
893	148	12.1655250605964	2.46666666666667
894	143	11.9582607431014	2.38333333333333
895	150	12.2474487139159	2.5
896	127	11.2694276695846	2.11666666666667
897	138	11.7473401244707	2.3
898	144	12	2.4
899	142	11.916375287813	2.36666666666667
900	122	11.0453610171873	2.03333333333333
901	147	12.1243556529821	2.45
902	144	12	2.4
903	117	10.816653826392	1.95
904	146	12.0830459735946	2.43333333333333
905	136	11.6619037896906	2.26666666666667
906	152	12.328828005938	2.53333333333333
907	142	11.916375287813	2.36666666666667
908	154	12.4096736459909	2.56666666666667
909	124	11.13552872566	2.06666666666667
910	122	11.0453610171873	2.03333333333333
911	128	11.3137084989848	2.13333333333333
912	138	11.7473401244707	2.3
913	119	10.9087121146357	1.98333333333333
914	138	11.7473401244707	2.3
915	137	11.7046999107196	2.28333333333333
916	133	11.5325625946708	2.21666666666667
917	143	11.9582607431014	2.38333333333333
918	121	11	2.01666666666667
919	127	11.2694276695846	2.11666666666667
920	115	10.7238052947636	1.91666666666667
921	133	11.5325625946708	2.21666666666667
922	167	12.9228479833201	2.78333333333333
923	153	12.369316876853	2.55
924	164	12.8062484748657	2.73333333333333
925	150	12.2474487139159	2.5
926	126	11.2249721603218	2.1
927	142	11.916375287813	2.36666666666667
928	143	11.9582607431014	2.38333333333333
